Date,Transaction Amount,Department,Cashier,Store ZIP,Store City,Store Region
12/01/2016,2314,Groceries,"Ramos, Shelly U.",40246,Sandy,United States
12/01/2016,3326,Electronics,"Riddle, Quynn A.",70401,Los Angeles,Hong Kong
12/01/2016,694,Household Appliances,"Robbins, Zephania A.",4042HR,Cache Creek,Bahrain
12/01/2016,8931,Household Appliances,"Santana, Mira F.",1618,Rouyn-Noranda,Faroe Islands
12/01/2016,4589,Groceries,"Vazquez, Tana F.",51656,San José de Maipo,Czech Republic
12/01/2016,1424,Groceries,"Williams, Haley D.",685383,Monteu Roero,Estonia
12/01/2016,8875,Groceries,"Wilson, Henry M.",XM04 0LP,Cariboo Regional District,Palau
13/01/2016,2807,Household Appliances,"Bender, Maggie Z.",C3H 9W3,Valbrevenna,Japan
13/01/2016,7713,Groceries,"Carter, Tate J.",477090,Elen,Guatemala
13/01/2016,381,Groceries,"Castaneda, Benjamin P.",7477,Wismar,Brazil
13/01/2016,1632,Groceries,"Cherry, Samuel W.",1021,Morwell,Greece
13/01/2016,6612,Groceries,"Collins, Venus D.",686740,Zaffelare,Reunion
13/01/2016,4228,Household Appliances,"Estes, Rahim O.",4341,Vergemoli,Brunei
13/01/2016,550,Household Appliances,"Foreman, Yen F.",24295,Nashik,Japan
13/01/2016,2601,Groceries,"Gaines, Richard B.",2863IB,Sauris,Montserrat
13/01/2016,853,Household Appliances,"Gardner, Channing E.",UD1 1YO,Pucón,Equatorial Guinea
13/01/2016,9614,Electronics,"Glenn, Amaya L.",48760,Ettelgem,Falkland Islands
13/01/2016,4861,Groceries,"Hall, Len A.",229106,Gjoa Haven,Antigua and Barbuda
13/01/2016,337,Electronics,"Hansen, Raya J.",5350,Codó,United Kingdom (Great Britain)
13/01/2016,3305,Groceries,"Herrera, Hermione E.",59586,Zaria,Kyrgyzstan
13/01/2016,3876,Electronics,"Lancaster, Keith Z.",75495,Boulogne-sur-Mer,Faroe Islands
13/01/2016,588,Household Appliances,"Lawson, Evelyn Z.",26816,Barrhead,Croatia
13/01/2016,7394,Electronics,"Leon, Keaton S.",20014,Aschaffenburg,Moldova
13/01/2016,1500,Household Appliances,"Lester, Colleen Z.",87392-388,Wuppertal,Bahrain
13/01/2016,3576,Household Appliances,"Mckinney, Griffin C.",615313,Richmond,Malta
13/01/2016,7647,Household Appliances,"Moreno, Octavia A.",67276-397,Termoli,Czech Republic
13/01/2016,64,Groceries,"Morton, Gay B.",430023,Pazarcık,Saint Pierre and Miquelon
13/01/2016,3814,Groceries,"Owens, Eliana Z.",41678,Sunderland,Sudan
13/01/2016,1143,Electronics,"Pate, Leonard Y.",45035-728,Proddatur,Svalbard and Jan Mayen Islands
13/01/2016,5302,Electronics,"Patel, Delilah D.",9610,Kaneohe,Bouvet Island
13/01/2016,3445,Household Appliances,"Reese, Miriam C.",8100,Diyarbakır,Montserrat
13/01/2016,6178,Groceries,"Rice, Joan R.",15596,Saint-Urbain,Palau
13/01/2016,3998,Household Appliances,"Robles, Brooke A.",60815,Jundiaí,Swaziland
13/01/2016,8333,Groceries,"Rocha, Elliott F.",40401,Whitchurch,Burundi
13/01/2016,9185,Groceries,"Salas, Amy Z.",00917-458,Alness,Chile
13/01/2016,5650,Groceries,"Stein, Quamar J.",9849,Kilmalcolm,Niger
13/01/2016,3533,Groceries,"Underwood, Kennedy T.",4097,Phoenix,Fiji
13/01/2016,8574,Household Appliances,"Vinson, Sydnee V.",P6B 6G4,Buckingham,Uganda
13/01/2016,9956,Groceries,"Wooten, Lance G.",31611,Saint-Eug�ne-de-Guigues,Luxembourg
14/01/2016,730,Electronics,"Bishop, Nasim E.",1869,Wolfsberg,Chad
14/01/2016,9191,Household Appliances,"Butler, Abdul M.",79483,North Bay,Ireland
14/01/2016,3918,Household Appliances,"Chavez, Jamalia Q.",6098,Galmaarden,Afghanistan
14/01/2016,6928,Electronics,"Cochran, Constance Q.",V7P 7H2,Silchar,Saint Kitts and Nevis
14/01/2016,333,Household Appliances,"Dean, Leandra Z.",87583,Gävle,Bahamas
14/01/2016,4574,Household Appliances,"Flowers, Kylie U.",6227,Ancarano,Maldives
14/01/2016,3356,Household Appliances,"Fulton, Emily Q.",92082,Orosei,Tajikistan
14/01/2016,3112,Groceries,"Guzman, Levi P.",0710IB,Bal‰tre,New Caledonia
14/01/2016,9826,Household Appliances,"Hayden, Dominic Z.",31216,Santa Coloma de Gramenet,Turkey
14/01/2016,7069,Household Appliances,"Hopper, Kylynn G.",23775,Lac La Biche County,Trinidad and Tobago
14/01/2016,4047,Groceries,"Huber, Justina R.",822094,Arbroath,Martinique
14/01/2016,8518,Groceries,"Keith, Cameran H.",4537,Izel,Switzerland
14/01/2016,6673,Electronics,"Maynard, Ulla S.",46968,Aiseau,Greece
14/01/2016,7019,Household Appliances,"Monroe, Dolan K.",6070,Juneau,Ukraine
14/01/2016,4522,Household Appliances,"Nichols, Meredith R.",78005,Hamilton,Lebanon
14/01/2016,3539,Household Appliances,"Peters, Jane O.",5579UZ,Titagarh,Suriname
14/01/2016,1707,Groceries,"Raymond, Emery G.",450565,Pratovecchio,Martinique
14/01/2016,8517,Household Appliances,"Rowland, Sacha S.",1089NK,Manukau,Niger
14/01/2016,5920,Household Appliances,"Scott, Kirby E.",66131,Richmond,Croatia
14/01/2016,8865,Electronics,"Shelton, Dante M.",99685,Ránquil,Canada
14/01/2016,9608,Electronics,"Thornton, Adrian N.",94-763,Gibbons,Pakistan
14/01/2016,3365,Electronics,"Wynn, Connor Q.",69442-036,Maiduguri,Niue
15/01/2016,9217,Household Appliances,"Atkins, Lydia Y.",6576,Osnabrück,Costa Rica
15/01/2016,2352,Household Appliances,"Baker, Erin U.",15322,Motta Sant'Anastasia,Philippines
15/01/2016,7401,Household Appliances,"Baxter, Noelle L.",63-148,Mörfelden-Walldorf,"Bonaire, Sint Eustatius and Saba"
15/01/2016,3289,Household Appliances,"Bender, Karen K.",7866SI,Saint-Laurent,Wallis and Futuna
15/01/2016,7348,Household Appliances,"Britt, Fay M.",9917MO,Courbevoie,Western Sahara
15/01/2016,4900,Household Appliances,"Browning, Azalia Y.",1381QA,Kailua,Malawi
15/01/2016,4133,Electronics,"Contreras, Harriet M.",61947,Thirimont,Turkmenistan
15/01/2016,4847,Groceries,"Downs, Yvonne B.",528,Spinoso,Uganda
15/01/2016,4092,Groceries,"Forbes, Athena R.",08-728,Koninksem,Australia
15/01/2016,7043,Household Appliances,"Francis, Kellie C.",249655,Veldwezelt,Haiti
15/01/2016,2900,Groceries,"Gordon, Gay S.",70099,Quintero,Denmark
15/01/2016,8796,Electronics,"Holloway, Quail V.",02-590,Cuenca,Italy
15/01/2016,3659,Electronics,"Huff, Brandon O.",51210,Zeitz,Bouvet Island
15/01/2016,3874,Electronics,"Jordan, Jack Z.",3056,Sanquhar,Croatia
15/01/2016,8690,Household Appliances,"Joyce, Ivana R.",33796,Dilbeek,Saint Barthélemy
15/01/2016,5528,Household Appliances,"Lucas, Charity L.",51804,Bielefeld,Sweden
15/01/2016,2078,Electronics,"Maddox, Martina U.",21610,Isla de Maipo,Samoa
15/01/2016,9427,Groceries,"Mcgee, Aubrey N.",46263,Assen,Papua New Guinea
15/01/2016,4284,Household Appliances,"Mitchell, Moana V.",70309,Heusden,Peru
15/01/2016,3328,Electronics,"Moody, Ella S.",631515,Sobral,French Polynesia
15/01/2016,9265,Household Appliances,"Quinn, Graham N.",5572,Nampa,Turkey
15/01/2016,7252,Groceries,"Rice, Xantha F.",66353,Cumberland,Nicaragua
15/01/2016,6835,Household Appliances,"Robertson, Cedric R.",33672,La Ligua,New Zealand
15/01/2016,1343,Household Appliances,"Robinson, Celeste Y.",5890,Owensboro,Timor-Leste
15/01/2016,207,Groceries,"Salas, Craig S.",BC1 3HQ,Colwood,El Salvador
15/01/2016,4069,Electronics,"Santana, Fulton I.",36291,Aberdeen,Cambodia
15/01/2016,8808,Groceries,"Sweet, Fallon F.",11362,Baie-Comeau,Australia
15/01/2016,5738,Household Appliances,"Taylor, George Q.",1455UC,Hannover,Belgium
15/01/2016,3473,Household Appliances,"Velez, Gavin B.",75035,Shipshaw,Iran
15/01/2016,428,Household Appliances,"Weber, Ruth H.",63-099,Rawalpindi,French Southern Territories
15/01/2016,4774,Electronics,"Wilkins, Meghan E.",L9Z 9W9,Poulseur,Slovenia
16/01/2016,6525,Household Appliances,"Acevedo, Samantha L.",9562PD,Tumbler Ridge,Bosnia and Herzegovina
16/01/2016,7369,Groceries,"Ayers, Xanthus Y.",0141DM,Ribeirão Preto,Netherlands
16/01/2016,7876,Household Appliances,"Ballard, Illiana Q.",60568,Kingston-on-Thames,Jamaica
16/01/2016,7566,Household Appliances,"Burgess, Zelda X.",79420,Froidchapelle,Curaçao
16/01/2016,8354,Household Appliances,"Carney, Ciaran H.",5305,Peumo,Mongolia
16/01/2016,9076,Electronics,"Carney, Kylee P.",94764-297,Latinne,Peru
16/01/2016,6384,Groceries,"Dalton, Cameron W.",851170,Oudenaken,Senegal
16/01/2016,9273,Household Appliances,"Duran, Lenore S.",1396,Châtellerault,Jersey
16/01/2016,2296,Groceries,"Gallegos, Gretchen H.",57640,Rocca San Felice,Maldives
16/01/2016,2242,Electronics,"Gibbs, Benedict R.",97347,Tiltil,Gambia
16/01/2016,1875,Household Appliances,"Gross, Camilla Q.",2430ZG,Georgia,Falkland Islands
16/01/2016,1687,Groceries,"Guzman, Imani O.",32030,Sigillo,Cambodia
16/01/2016,9694,Household Appliances,"Hall, Rachel P.",19-454,Taunusstein,Macao
16/01/2016,44,Household Appliances,"Haney, Erica A.",60112,Coquitlam,Hong Kong
16/01/2016,7001,Household Appliances,"Horton, Blythe X.",819553,Tilly,Guam
16/01/2016,5302,Groceries,"Jefferson, Kelsie U.",257677,Faridabad,Fiji
16/01/2016,8477,Household Appliances,"Johns, Zenia K.",1430,Vlissegem,French Polynesia
16/01/2016,4749,Groceries,"Kane, Summer Q.",7700PR,Colwood,Kenya
16/01/2016,7150,Household Appliances,"Le, Berk M.",7129,Dorgali,Denmark
16/01/2016,7929,Household Appliances,"Mann, Daryl V.",6291,Las Cabras,Lithuania
16/01/2016,249,Electronics,"Mccall, Brenda T.",769356,Miami,Honduras
16/01/2016,7790,Household Appliances,"Merritt, Kitra F.",J3 4IN,Huntsville,Czech Republic
16/01/2016,3480,Electronics,"Ochoa, Althea T.",96994,Mostazal,Belgium
16/01/2016,1235,Groceries,"Oneal, Perry S.",51785,Cochrane,Costa Rica
16/01/2016,4428,Household Appliances,"Pierce, Drake D.",93-032,Fort Worth,Christmas Island
16/01/2016,5191,Household Appliances,"Porter, Paul W.",299443,Ceppaloni,Myanmar
16/01/2016,7156,Household Appliances,"Shaw, Mari H.",A0W 8V7,Rosciano,Indonesia
16/01/2016,5540,Electronics,"Sosa, Germane F.",12857,Forst,Kazakhstan
16/01/2016,6687,Household Appliances,"Talley, Lillian O.",62659,Chiguayante,Rwanda
16/01/2016,9292,Groceries,"Thornton, Susan Z.",11781,Santa Caterina Villarmosa,Saint Kitts and Nevis
16/01/2016,1980,Groceries,"Vazquez, Grant M.",25972,Oyace,Suriname
16/01/2016,6500,Electronics,"Workman, Burke X.",A2W 2P5,Comblain-au-Pont,Namibia
16/01/2016,85,Electronics,"Zamora, Brynn B.",946210,Bellegem,Anguilla
17/01/2016,5693,Electronics,"Boyd, Rahim X.",1493,Port Moody,"Bonaire, Sint Eustatius and Saba"
17/01/2016,9262,Electronics,"Buck, Jeremy R.",09-142,Wolfsburg,Bolivia
17/01/2016,7671,Household Appliances,"Dunn, Avram F.",87474,Casablanca,Bolivia
17/01/2016,7742,Electronics,"Elliott, Reagan I.",30116,Edam,Trinidad and Tobago
17/01/2016,7328,Household Appliances,"Emerson, Stephanie S.",2457,Avelgem,Morocco
17/01/2016,7876,Household Appliances,"Fields, Fitzgerald X.",I7 2UQ,Selva di Cadore,Slovenia
17/01/2016,2557,Electronics,"Fischer, Timon I.",11215,Ruthin,Bermuda
17/01/2016,1919,Electronics,"Gibson, Teegan Y.",48782,Haasdonk,Guernsey
17/01/2016,3574,Electronics,"Glass, Stephen E.",JZ93 5FB,Muridke,Tunisia
17/01/2016,5364,Groceries,"Haley, Iliana O.",9385,Linlithgow,Benin
17/01/2016,3221,Household Appliances,"Harmon, Chester B.",9766,Portofino,"Korea, North"
17/01/2016,5102,Electronics,"Hill, Alexandra U.",4272,Wazirabad,Jordan
17/01/2016,4152,Electronics,"Holland, Baker N.",K0E 1R7,Fermont,Morocco
17/01/2016,9616,Groceries,"Kinney, Ursa H.",12041,Harlech,Austria
17/01/2016,2481,Household Appliances,"Koch, Kiona P.",24596,Rio Saliceto,Cuba
17/01/2016,6311,Groceries,"Leblanc, Serina U.",261285,Zerkegem,Libya
17/01/2016,8795,Household Appliances,"Leon, Herrod N.",27236,Calvello,Suriname
17/01/2016,5560,Household Appliances,"Leon, Nyssa W.",41316,Fraser Lake,Hungary
17/01/2016,3850,Household Appliances,"Lott, Doris T.",259559,Alanya,Bosnia and Herzegovina
17/01/2016,4827,Household Appliances,"Mason, MacKensie V.",419371,Ujjain,Zambia
17/01/2016,3793,Household Appliances,"Page, Aaron H.",5576,Etterbeek,Bahrain
17/01/2016,4719,Household Appliances,"Palmer, Axel L.",28142-951,Pocatello,Ukraine
17/01/2016,6322,Electronics,"Payne, Ross I.",98111,Recklinghausen,South Africa
17/01/2016,586,Electronics,"Richards, Alvin W.",40507,PiŽtrain,Guinea
17/01/2016,3880,Groceries,"Robbins, Tamekah R.",96730,Rocky View,Comoros
17/01/2016,7210,Household Appliances,"Saunders, Vladimir O.",351102,Muzaffarnagar,China
17/01/2016,7607,Groceries,"Serrano, Nelle I.",74947,Carcassonne,Timor-Leste
17/01/2016,1606,Electronics,"Vazquez, Maisie E.",45328,Lawton,Guatemala
17/01/2016,1527,Household Appliances,"York, Mari F.",83960,Jonesboro,Portugal
18/01/2016,387,Household Appliances,"Alford, Rosalyn L.",VD1A 6FW,Breda,Saudi Arabia
18/01/2016,7330,Household Appliances,"Becker, Brody J.",7145,Montigny-le-Tilleul,Saint Martin
18/01/2016,1689,Groceries,"Bolton, Uta N.",9869,Campochiaro,Mayotte
18/01/2016,5701,Electronics,"Callahan, Charles C.",68673,Momignies,Jersey
18/01/2016,9390,Electronics,"Dixon, Lee M.",844513,Armidale,Pakistan
18/01/2016,7195,Electronics,"Dodson, Ishmael Q.",S5P 6K2,La Spezia,Guatemala
18/01/2016,417,Groceries,"Dyer, Jasper F.",39581,Saint-L�onard,Panama
18/01/2016,1804,Groceries,"Faulkner, Rooney S.",82-080,Ñuñoa,France
18/01/2016,2226,Groceries,"Jackson, Uriel O.",18594,Lisciano Niccone,Senegal
18/01/2016,1712,Household Appliances,"Levine, Kyra S.",183714,Korbach,Nicaragua
18/01/2016,9315,Household Appliances,"Mccoy, Helen S.",63920,Norman,Guyana
18/01/2016,258,Household Appliances,"Miller, Chanda B.",45085,Río Ibáñez,Jersey
18/01/2016,2572,Household Appliances,"Ochoa, Alana I.",35054,Cimolais,Indonesia
18/01/2016,8616,Household Appliances,"Richards, Macey W.",42669-017,Vandoies/Vintl,Israel
18/01/2016,7672,Electronics,"Rivas, Hermione T.",FP0 6MZ,Meix-Devant-Virton,Indonesia
18/01/2016,1637,Groceries,"Schneider, Fay K.",JU70 6SD,Opglabbeek,Jersey
18/01/2016,3840,Household Appliances,"Shaffer, Salvador K.",R8X 0G2,Caloundra,"Virgin Islands, United States"
18/01/2016,3642,Household Appliances,"Stewart, Nathan W.",43809,Satriano di Lucania,Finland
18/01/2016,4222,Groceries,"Sykes, Elijah E.",1331,Pontevedra,"Korea, South"
18/01/2016,2264,Household Appliances,"Sykes, Merrill T.",NB90 1ET,Bahraich,Turkmenistan
18/01/2016,1606,Groceries,"Velez, Clementine E.",68183,Dunkerque,Barbados
18/01/2016,2928,Groceries,"Weaver, Faith H.",71517-027,Sooke,El Salvador
18/01/2016,9161,Electronics,"Willis, Marvin M.",90327,Panguipulli,Timor-Leste
19/01/2016,3413,Electronics,"Alford, Ashton S.",382655,Habra,Papua New Guinea
19/01/2016,6445,Electronics,"Allison, Martha P.",547800,Bonefro,Azerbaijan
19/01/2016,9895,Electronics,"Cardenas, Ethan S.",16083-839,Beveren,Paraguay
19/01/2016,9894,Electronics,"Carrillo, Ivana C.",15898,Drumheller,Austria
19/01/2016,9767,Electronics,"Coleman, Brianna R.",10323,Morolo,Guinea-Bissau
19/01/2016,9211,Electronics,"Davenport, Rose B.",5250,Litueche,Lesotho
19/01/2016,6913,Household Appliances,"Dixon, Kennan D.",53706,Wichita,Syria
19/01/2016,1058,Groceries,"Durham, Yetta O.",4049,Arica,Niue
19/01/2016,6075,Household Appliances,"Fischer, Benjamin M.",3742,Port Alice,Liechtenstein
19/01/2016,5241,Groceries,"Foley, Melinda C.",859857,Medicine Hat,Guinea
19/01/2016,7409,Household Appliances,"Franklin, Slade V.",E9C 8C7,Blankenberge,Christmas Island
19/01/2016,2309,Electronics,"Glover, Constance K.",R2X 0L5,Bonavista,Uruguay
19/01/2016,7822,Electronics,"Herman, Abel A.",86499,Montague,Honduras
19/01/2016,615,Groceries,"Hoffman, Aurora R.",68759,Courbevoie,Kyrgyzstan
19/01/2016,3614,Groceries,"Hughes, Abigail B.",5651,Casacalenda,Grenada
19/01/2016,3719,Household Appliances,"Hull, Hollee T.",76699,Colledimacine,Cape Verde
19/01/2016,1510,Electronics,"Hunter, Minerva J.",76051,Dover,British Indian Ocean Territory
19/01/2016,4351,Household Appliances,"Mann, Cally M.",8171,Hay-on-Wye,Western Sahara
19/01/2016,9970,Electronics,"Mccarty, Liberty X.",12255,Columbus,Slovenia
19/01/2016,7346,Household Appliances,"Meyers, Hollee Q.",36340,Ross-on-Wye,Albania
19/01/2016,518,Electronics,"Morrow, Hoyt M.",77384,Barasat,Guyana
19/01/2016,4270,Groceries,"Mueller, Cadman J.",6678,Dubbo,South Africa
19/01/2016,9305,Groceries,"Patrick, Mollie S.",64993,Craco,Madagascar
19/01/2016,6552,Groceries,"Preston, Orla F.",91,Issy-les-Moulineaux,Greenland
19/01/2016,3724,Electronics,"Savage, Althea I.",46392,Thane,Rwanda
19/01/2016,8411,Electronics,"Stephens, Avram Q.",505156,New Sarepta,Saint Pierre and Miquelon
19/01/2016,8293,Groceries,"Stokes, Neve R.",57404,Springfield,Åland Islands
19/01/2016,9714,Household Appliances,"Vazquez, Jamalia K.",28812,Barchi,Pitcairn Islands
20/01/2016,3465,Electronics,"Andrews, Chadwick E.",3066,Fresno,Saint Pierre and Miquelon
20/01/2016,1885,Groceries,"Ayala, Micah W.",47401,Newton Stewart,Mali
20/01/2016,4496,Groceries,"Beard, Griffin M.",9020,Roksem,Uruguay
20/01/2016,5759,Electronics,"Cummings, Mechelle U.",9609JB,Nieuwerkerken,"Virgin Islands, United States"
20/01/2016,9748,Groceries,"Gallagher, Lillian T.",52049,Rixensart,Montenegro
20/01/2016,7931,Electronics,"Goodman, Megan X.",1092,Saint-Rhémy-en-Bosses,Turkey
20/01/2016,8832,Electronics,"Harrington, Violet W.",42-425,Mannheim,Nicaragua
20/01/2016,5329,Groceries,"Higgins, Rhea Q.",3121,Grand Rapids,Togo
20/01/2016,7774,Electronics,"Hood, Orli X.",6206,Jelenia Góra,Greenland
20/01/2016,6108,Groceries,"Hudson, Kenneth S.",153483,Mount Isa,Saint Lucia
20/01/2016,9413,Groceries,"Hunt, Jackson S.",2781,Anghiari,Uzbekistan
20/01/2016,4745,Electronics,"Jackson, Dawn G.",71100,Namen,Czech Republic
20/01/2016,2960,Groceries,"James, Caldwell Z.",59972,Bijapur,Myanmar
20/01/2016,2965,Electronics,"Kelly, Ora L.",715238,Archennes,Åland Islands
20/01/2016,9003,Groceries,"Matthews, Elizabeth L.",63587,Amritsar,Namibia
20/01/2016,3587,Household Appliances,"Mercer, Colin M.",S9L 1T3,Río Verde,Andorra
20/01/2016,5282,Household Appliances,"Ortega, Chantale L.",N3L 1K3,Fiumara,Nigeria
20/01/2016,4932,Household Appliances,"Ortiz, James G.",12079,Vanderhoof,India
20/01/2016,3922,Groceries,"Pruitt, Kalia F.",41776,Springfield,Bangladesh
20/01/2016,7842,Electronics,"Rasmussen, Willow E.",0463JK,Enkhuizen,Martinique
20/01/2016,1653,Groceries,"Sargent, Yasir B.",O01 7AC,Pangnirtung,Reunion
20/01/2016,6522,Groceries,"Sellers, Ivana K.",9394,Salerno,Norfolk Island
20/01/2016,7002,Groceries,"Tyson, Ina H.",75059,Kearney,Côte D'Ivoire (Ivory Coast)
20/01/2016,3848,Groceries,"Washington, Vaughan N.",6153CE,Bhusawal,Albania
20/01/2016,8615,Groceries,"Winters, Desirae Q.",P7 8CY,Sotteville-lès-Rouen,Gibraltar
21/01/2016,5574,Household Appliances,"Armstrong, Bertha C.",50006,Baarle-Hertog,Pitcairn Islands
21/01/2016,9991,Groceries,"Bridges, Kaden J.",755211,Tarsia,Malaysia
21/01/2016,2914,Household Appliances,"Burns, Jin G.",83664,GrivegnŽe,Portugal
21/01/2016,3057,Groceries,"Carpenter, Kevyn G.",16035,Cumbernauld,Australia
21/01/2016,9325,Electronics,"Chang, Raven J.",IV03 2OT,Saint John,Turks and Caicos Islands
21/01/2016,7405,Household Appliances,"Dawson, Iona I.",16-351,La Ligua,Laos
21/01/2016,7293,Electronics,"Edwards, Charlotte O.",27773,Tomaszów Mazowiecki,Malaysia
21/01/2016,3253,Electronics,"Gregory, Jordan L.",997812,Grand-Halleux,"Bonaire, Sint Eustatius and Saba"
21/01/2016,9485,Electronics,"Griffith, Nell D.",823831,Goiânia,Isle of Man
21/01/2016,8506,Groceries,"Hickman, Charde L.",39-199,Anghiari,Viet Nam
21/01/2016,7649,Electronics,"Justice, Graham P.",856718,Bal‰tre,Micronesia
21/01/2016,8018,Electronics,"Lawson, Rhiannon T.",477692,Fort Simpson,Sudan
21/01/2016,6352,Household Appliances,"Moody, Cailin H.",8954,Braies/Prags,United Arab Emirates
21/01/2016,5202,Household Appliances,"Noel, Wing A.",9318,Mol,Tuvalu
21/01/2016,7306,Household Appliances,"Powers, Eve Z.",64494,Driffield,Georgia
21/01/2016,9588,Household Appliances,"Reeves, Patricia U.",95543,Burlington,Namibia
21/01/2016,4933,Household Appliances,"Russo, Garrison U.",K5E 3P2,Enschede,Saint Pierre and Miquelon
21/01/2016,4807,Groceries,"Simmons, Farrah B.",18695,Penhold,Sao Tome and Principe
22/01/2016,3087,Household Appliances,"Bean, Zoe C.",43110,Dillenburg,Guinea
22/01/2016,6198,Electronics,"Cross, Rama I.",T3Z 0A1,La Ligua,Singapore
22/01/2016,6447,Electronics,"Douglas, Tyler A.",2549,Casciana Terme,Uruguay
22/01/2016,9495,Groceries,"Fields, Sarah X.",41350,Port Hope,Malta
22/01/2016,6295,Household Appliances,"Forbes, Carson R.",L8C 0W7,Bharatpur,Sierra Leone
22/01/2016,7326,Groceries,"Gill, Alexandra L.",51115,Cumberland,Antarctica
22/01/2016,8637,Groceries,"Haynes, Nolan W.",361,Groß-Gerau,Greenland
22/01/2016,986,Electronics,"Hogan, Nina L.",4348,Goderich,Latvia
22/01/2016,1217,Groceries,"Kim, Kane K.",9485,Butzbach,Tajikistan
22/01/2016,7975,Electronics,"King, Hashim L.",L3P 8G8,San Pietro Mussolino,Saint Vincent and The Grenadines
22/01/2016,7684,Electronics,"Lancaster, Amal J.",82234,Champdani,Algeria
22/01/2016,506,Household Appliances,"Moreno, Claire V.",20182-288,Mansfield-et-Pontefract,New Caledonia
22/01/2016,3987,Household Appliances,"Navarro, Lyle P.",59953,Munich,Senegal
22/01/2016,6428,Groceries,"Oneal, Sylvester G.",7551,Sint-Stevens-Woluwe,China
22/01/2016,7001,Household Appliances,"Pace, Hyacinth K.",11772,Coupar Angus,Haiti
22/01/2016,2061,Household Appliances,"Page, Halla K.",5210,Tucson,American Samoa
