ID,RECIPIENT_NAME,RECIPIENT_STREET,RECIPIENT_CITY,RECIPIENT_POSTAL,RECIPIENT_REGION,SHIPMODE,TRACEID,STATUS
663936484_1F07FC31-BC8C-01AF-A493-458DF3542241,Brenna Q. Booker,"P.O. Box 924, 2697 Ac Ave",Cheyenne,41165,WY,Express,81FBF2C6-6242-3473-A37D-4FE3720C0A86,DELIVERED
663936485_466F3D14-4E7F-13DE-672F-D5F8D3F17539,Erich U. Kirk,Ap #648-3168 Nulla Ave,Overland Park,72766,Kansas,Standard,DA613103-74F6-C1FF-F828-D817211AFCBD,HANDED TO CARRIER
663936486_8BBE8D65-7530-F852-ACA3-E28A0C667048,Shaine V. Klein,Ap #989-7788 Sed Street,Hartford,38465,Connecticut,Next-Day,EB8CEA9D-A962-4012-6572-B319BE45F19A,PENDING COLLECTION
663936487_63F78EC0-1513-314F-AC6A-B477A9FB7287,Hope W. Kane,7965 Cursus Rd.,San Antonio,70866,Texas,Express,9960BD48-D275-578A-9FBE-AB9F2BC3338B,DELIVERED
663936488_DB3C4D3F-33FB-5527-0D96-71F1FEC60912,Asher B. Carlson,"915-8105 Purus, Ave",Tacoma,40954,WA,Express,727163A0-EC05-AA31-AEBD-5E25A4DD1FDC,PENDING COLLECTION
663936489_8F8DB64C-054E-E0C0-E631-FC7757ED473E,Wylie E. Roach,"P.O. Box 696, 2134 A Ave",Minneapolis,48234,MN,Next-Day,3F0CB64D-2992-3C07-0FEE-9043B5643393,IN NETWORK
663936490_DFCB6DEF-7616-2676-A27C-CECEDFF55804,Victor G. Day,790-592 Sem Avenue,Montpelier,64586,VT,Express,02F9E52D-4AB2-86C5-1CDF-8BDC39A53CE0,DELIVERED
663936491_6E0E9F1D-2EFB-AEE6-4D53-BDDBCF2D8E05,Myles G. Spencer,6640 Nam Rd.,Athens,75523,Georgia,Express,06224DB9-409D-E270-3887-2A82B044A8D8,HANDED TO CARRIER
663936492_D074BA9F-1154-7FED-0BC8-9A73A97C6231,Carter S. Emerson,"610-2642 Semper, Avenue",Joliet,90237,Illinois,Standard,BDB3162C-31DE-9044-E7E8-C6759A6286D9,PENDING COLLECTION
663936493_3FE3C0F5-DD8C-2670-6AA0-294E29F7BBBB,Justina N. Hull,Ap #493-8067 Vestibulum Rd.,Spokane,45467,WA,Express,1A0AF593-AF91-3225-4067-325F78F997A6,DELIVERED
663936494_DF37D398-6E70-2D4A-4B88-5B41F9CE933B,Bell D. Roy,Ap #301-3130 Elit. St.,Wilmington,86847,DE,Express,00EB43E0-ADC2-861F-B4C8-14B56F6E661C,DELIVERED
663936495_A33547B8-2210-2A83-08CF-8E8E028E782D,Genevieve S. Norman,4056 Maecenas Rd.,Kapolei,62829,Hawaii,Next-Day,B3A3CC96-54CA-C282-8469-AD4A6B1E600B,PENDING COLLECTION
663936496_5C331798-3D9A-4C39-2074-9A254FEE42DE,Brooke U. Hill,Ap #369-3519 Elit Rd.,Chattanooga,75631,Tennessee,Express,D35CEE21-AE4A-F258-6BB1-70BCEE85FBE4,PENDING COLLECTION
663936497_284FB671-193D-1382-F8BD-02A91E3932ED,Garrett U. Williamson,"P.O. Box 897, 9061 Primis Road",Colorado Springs,50276,Colorado,Next-Day,FEA06213-55C4-9E1F-DAD1-8050575F3CE9,HANDED TO CARRIER
663936498_1016AAFE-A6EB-E97E-2B4F-D165309BD6BB,Charles K. Vargas,"P.O. Box 118, 4483 Cursus St.",Idaho Falls,31936,Idaho,Express,CE7F24A7-E71C-2444-27C1-B0A271C29C53,HANDED TO CARRIER
663936499_33893537-178A-41F6-2772-978C6F27B1DF,Nehru F. Rasmussen,4856 Lacus. Rd.,Nashville,42789,TN,Express,1A6BD0ED-0FF6-7634-3CB8-FD3D1EADEF59,PREPARING SHIPMENT
663936500_5E47A3CD-C86C-3E1B-7140-21CADF6D67BA,Devin O. Hickman,"4357 At, St.",Great Falls,76439,Montana,Express,B6F4E47F-0BBC-E667-6764-DEF6667CDDBD,PENDING COLLECTION
663936501_FB0BB53A-3E25-DFC4-AD5F-75B994AA29BA,Todd U. Fulton,Ap #274-6271 Turpis Avenue,Iowa City,23753,Iowa,Express,A14CFF1D-7D39-36F6-859E-C9A2A15F7950,PENDING COLLECTION
663936502_B52B1BE5-CD3D-E40F-59E5-EE666CFE554D,Dennis J. Sims,Ap #675-5343 Egestas. Rd.,Mobile,35611,Alabama,Next-Day,C251F158-FDFC-E497-C835-400FE2617A4B,HANDED TO CARRIER
663936503_0BA451C7-0162-5B18-8C19-03FE3BA646A9,Len E. Meyer,7942 Etiam Street,Kenosha,33197,Wisconsin,Next-Day,17282FED-76C9-ADD2-E557-00224CF81859,PENDING COLLECTION
663936504_64522873-8D62-301B-663B-869F8B01E53E,Gail B. Frye,690 Est. Rd.,Paradise,13145,Nevada,Standard,699C6FA8-B7A4-CBB5-22D4-53C062AE643E,IN NETWORK
663936505_4439EDBF-ACB8-71C5-72DD-17F049473B6E,Ginger T. Hammond,419-9115 Pede. St.,Glendale,86281,Arizona,Standard,2436BCFE-B639-6E60-ADE4-E8F05C82C12D,PENDING COLLECTION
663936506_5746CC50-7039-574D-A9CD-8E566AB055D8,Destiny T. Diaz,171-7761 Eleifend Avenue,Olathe,16286,Kansas,Standard,B7808CB0-02D2-AB10-04CD-C6AF59B523DF,PREPARING SHIPMENT
663936507_DC4EBB63-835D-0AEE-58EB-E086F02BEE40,Thaddeus D. Martinez,Ap #835-2615 Nibh Av.,Joliet,43671,IL,Next-Day,25625DB3-4F5E-2BA9-FFEC-6FDA5C1681EC,DELIVERED
663936508_2268D8C9-7D40-2767-9C9A-4253ED2E3007,Zeph I. Wilcox,544-7601 Neque Road,Hillsboro,81931,OR,Next-Day,40AD379E-90E3-F739-92F8-637F55C1EEB9,IN NETWORK
663936509_43E586EE-380E-66F7-5E26-CDF3707424BE,Reuben F. Moreno,Ap #777-3017 Malesuada St.,Boise,61210,Idaho,Express,1070FD55-03E4-D507-8D1E-184AFDA294D1,IN NETWORK
663936510_0DA54D96-0A90-BA53-EE6E-08A8703C42BE,Giselle F. Guerrero,Ap #353-396 Sed St.,Salem,78514,Oregon,Express,EC66BD75-624B-1699-5E8F-E18BBA316A84,PENDING COLLECTION
663936511_F1CB30F6-3727-64FD-094A-B8FFCE5D74DF,Hector Z. Nguyen,Ap #952-8423 Suspendisse Rd.,Reading,81148,PA,Express,CAB8261C-3D9C-F23B-F95D-16A1B285EB85,DELIVERED
663936512_0144A4E5-80DA-A152-80D4-F3A3E9E098B9,Maggie S. Gill,992-9198 Placerat Street,Detroit,97426,MI,Next-Day,EBFFD589-E729-E68E-8F24-58F8C56253E2,PENDING COLLECTION
663936513_37A12297-7563-EB9D-B959-F5D481103971,Veda W. Whitfield,"P.O. Box 224, 2114 Lectus Avenue",Reading,68129,PA,Express,8E1E0050-6D7C-2256-0E62-242E7755AAAF,IN NETWORK
663936514_7EF008D0-8EBE-6033-3515-DB56EC82F7E6,Hermione P. Roth,9960 Dapibus Rd.,Frankfort,98915,Kentucky,Next-Day,04BA74B3-65F5-63DA-9DDE-4FB7084901C0,PENDING COLLECTION
663936515_C47792C4-D741-1F21-9892-9765B4CEB78C,Timothy V. Barker,"7124 A, Av.",Idaho Falls,38410,ID,Next-Day,2B64340C-B1AE-AC33-29D4-18DF9DCCE9CD,PREPARING SHIPMENT
663936516_5DFAFB96-9392-E6A0-41B3-24772AFFABA9,Devin Z. Steele,491-9106 Phasellus Street,Cedar Rapids,52731,IA,Standard,E2141091-5CEA-2E1C-2B75-70BF9060F777,PREPARING SHIPMENT
663936517_105EF95F-E269-7CFC-0BD7-6F164156F238,Ivan I. Tucker,Ap #631-7264 Turpis Rd.,Memphis,51237,Tennessee,Next-Day,4DF40B52-814B-B7B0-0D7C-9982CAC802BE,DELIVERED
663936518_8F7EE984-3434-9193-B3B0-9D1397A32FDB,May S. Hubbard,"P.O. Box 629, 8943 Vitae, Avenue",Milwaukee,56752,Wisconsin,Next-Day,FFA4E9F5-6302-8C83-A912-36DE775AC8D1,PREPARING SHIPMENT
663936519_E357DF8B-D7A5-58CE-5416-03FB4FE1928E,Karyn F. Rosa,"P.O. Box 370, 9578 In Rd.",Fayetteville,71631,Arkansas,Express,5282FF8E-AB90-2B26-00BE-218D35A9AB3C,PENDING COLLECTION
663936520_182A9FE0-685D-D169-1B42-6D713F6FE1E7,Simone D. Blake,Ap #634-3116 Pharetra. Ave,Idaho Falls,51192,Idaho,Next-Day,9BAF0F9E-3E5F-E135-F6A6-2D8B31C065BF,HANDED TO CARRIER
663936521_32B528AA-D264-B251-8557-D387C237C17D,Giacomo H. Espinoza,252-1892 Non Avenue,Kapolei,63545,HI,Standard,6E804EF5-E2D2-E9B8-6B93-4C18757358EF,PENDING COLLECTION
663936522_803D26C9-C4E9-7108-A868-AA9D63C5A65A,Thor T. Bishop,Ap #775-5117 Vulputate Road,Montpelier,95397,VT,Express,FC901F27-B93F-7575-604A-6D5E206BE49A,IN NETWORK
663936523_D319F311-B7DB-CC34-83F2-A5CB95EAEC6C,Ferris R. Woodward,889-8511 Mi. St.,Oklahoma City,74875,OK,Next-Day,5FFAD648-1C9F-3D4D-7658-8D80212C940D,IN NETWORK
663936524_7D8B7BC2-143D-C335-5009-6BAA089EC7AE,Gregory T. Reeves,"P.O. Box 715, 2037 Lacus. Rd.",Reading,26767,PA,Next-Day,653458CB-E42E-FDA1-0C79-62A282FFBA91,HANDED TO CARRIER
663936525_37DDECB3-133F-63AE-4774-5D9C0B384CC1,Medge B. Lucas,Ap #107-3925 Conubia Road,Philadelphia,10876,Pennsylvania,Next-Day,0793A6A0-9E10-8DA7-66C4-8CAB0953B2E3,PREPARING SHIPMENT
663936526_9FC39ECA-04B8-805F-5944-27D748DB86FE,Amy T. Bradley,Ap #494-9343 Vitae Ave,San Jose,91418,California,Standard,F8BBD2CC-EEEE-A0CA-632B-C5953094E0BF,HANDED TO CARRIER
663936527_D10C5E75-542D-FF80-2C93-BA017B16AB04,Autumn W. Wood,"P.O. Box 756, 5788 Nam Ave",Sandy,86963,Utah,Next-Day,838A6C24-B9EC-30F6-F82D-A9C0CBC2B841,PREPARING SHIPMENT
663936528_0B8DCED9-9E2F-28CB-3B67-C6E740CF29AF,Sharon U. Marquez,"P.O. Box 855, 2399 Vitae, St.",Madison,42516,Wisconsin,Next-Day,0C58F018-2294-EC10-4E5C-A2783B704F4D,DELIVERED
663936529_DA9E3F1E-8093-7CDC-3D6D-02B5AA4248F4,Elmo L. Vasquez,7103 Malesuada St.,Rockford,61171,Illinois,Next-Day,976EEED2-C752-015B-C6B8-1051BA38D037,PREPARING SHIPMENT
663936530_7A187EA2-EF8C-A6ED-221A-14BA95E36B49,Francesca I. House,9522 Pellentesque Street,North Las Vegas,50452,Nevada,Next-Day,289E7A94-2A37-F1A5-E152-97D9870BE2A6,PENDING COLLECTION
663936531_E1DDE17B-DDAA-6FAF-8DE2-9E4853033CA1,Dominique T. Shepard,473-6796 Donec Rd.,Fort Smith,72519,Arkansas,Standard,B73F02B3-CEBE-63AC-9F1A-C64DA25AD8F9,DELIVERED
663936532_6DF9D8B6-1BEF-1B40-9438-8B4018AE12C3,Adam M. Pickett,1703 Est Avenue,Salem,33746,Oregon,Next-Day,FF0DB087-6EED-0ED2-918D-F63521695C06,HANDED TO CARRIER
663936533_973398EE-3FC7-B33E-F036-86B88A007E95,Stuart X. Huffman,Ap #817-8476 Suspendisse St.,Boise,87715,ID,Standard,64334243-D583-C590-DF22-DB4EAD8E21DB,HANDED TO CARRIER
663936534_A6B11772-2797-450F-5CA4-963476DF5522,Merritt X. Carr,"P.O. Box 354, 5150 Pellentesque. St.",Lexington,56149,Kentucky,Next-Day,69E12F0F-E5B5-35DD-2B70-273AF5264E15,PREPARING SHIPMENT
663936535_93E60C44-489B-CB6D-F934-BEB5BD0115B2,Anjolie U. Chandler,427 Luctus. Street,Kearney,39588,NE,Express,5E386620-5F11-6783-A799-C4BF0B65791F,HANDED TO CARRIER
663936536_03DB20BC-89C5-6005-337A-A9892E55EF71,Hyatt D. Sanders,Ap #715-7515 Phasellus Rd.,Kearney,98655,NE,Standard,AF67DC4E-3D4D-1A4D-660A-C53BDD39B622,PENDING COLLECTION
663936537_3C17DDA1-9DBC-C69A-0652-FD0087B5840D,Rhiannon E. Stephens,"581 Eu, Rd.",Wichita,34400,Kansas,Standard,C90D63AF-7942-876E-A6DB-803B67113218,IN NETWORK
663936538_05B82C13-DBA6-60F8-B5BA-35E534DC0BE2,Quamar M. Witt,Ap #181-7735 Urna. Av.,Waterbury,61005,CT,Express,E5530C40-0A75-F5CC-C3D9-7F5A78B66D44,PREPARING SHIPMENT
663936539_8802A57F-30BE-E5D8-C72D-25D6EEB813AA,Kermit E. Arnold,Ap #149-9528 Lacinia Avenue,Waterbury,46356,Connecticut,Express,FA3A0F11-E074-ECCC-8AA1-4C2547CE1E05,PREPARING SHIPMENT
663936540_909AFC54-A4D1-DE0F-4C55-E36846EAD6D2,Melanie D. Nieves,"P.O. Box 812, 9033 Ultrices, Street",Great Falls,49176,MT,Next-Day,03DF5A9A-679A-839F-5AF1-1A34D4B1CCA8,IN NETWORK
663936541_07951D79-E3F5-A281-5008-6AECD7E6E47A,Carla U. Figueroa,"7405 Id, Road",Independence,35980,MO,Express,993928D3-48B6-DE7A-7FBA-3D7A25E3393B,IN NETWORK
663936542_3E6CE503-1900-FA0D-E657-45D91E1FCA2D,Austin F. Franklin,"P.O. Box 636, 7748 Lectus Ave",Broken Arrow,73989,OK,Next-Day,D2B89A52-73D6-20DC-B60F-4ECE98B5F034,IN NETWORK
663936543_3EDF97D8-6849-6E3F-1163-73E6A40DECAC,Robin I. Dominguez,Ap #258-627 Donec Rd.,Billings,81950,Montana,Express,92CAFABB-24B0-267C-8715-71B329621730,DELIVERED
663936544_2483AF68-15DD-31D9-E87D-ECFD221F1401,Paula D. Padilla,"P.O. Box 402, 6338 Nibh Road",Annapolis,67288,Maryland,Express,424C7033-C1A1-7583-5887-5B9B27DDB7E7,IN NETWORK
663936545_DA0CBDEC-46F9-5C00-C147-A813EAC7DBE2,Maite K. William,679-4509 Tortor Rd.,Springfield,79924,Massachusetts,Next-Day,7119B197-A31E-1CB8-7B02-EEBC55C0D421,PREPARING SHIPMENT
663936546_6AF37752-3397-4515-A42C-9BDABCE7B020,Imogene R. Cox,1790 Vivamus Av.,Las Vegas,40122,Nevada,Next-Day,D75D823B-3892-6BB2-53CB-BC202E4DD2C5,DELIVERED
663936547_749AB676-8863-D654-EE62-6AF64ACC21D1,Whilemina X. Britt,5251 Dolor Avenue,Bellevue,87443,WA,Next-Day,84A127CD-F2C3-8947-9A6D-8DF74B038BB6,DELIVERED
663936548_EFEA33C9-022B-8A78-D9D2-A630CA260DB5,Melvin Z. Leach,Ap #786-3785 Nec Street,Clarksville,46690,Tennessee,Standard,2B33D2BD-7BC5-4937-25C2-C0FB6303F3EC,PREPARING SHIPMENT
663936549_BD75D4FE-0EB0-E7E2-B1DB-20B05178B570,Walker Y. Shields,Ap #251-881 Vitae Road,Denver,95661,Colorado,Next-Day,DB38F03A-81FE-83FC-DA44-39EDF6CAE3F2,PENDING COLLECTION
663936550_B6073516-D6C4-F177-A2E6-F629268D6137,Brandon Z. Scott,"P.O. Box 566, 2639 Purus Rd.",Davenport,29308,Iowa,Next-Day,5189758D-7780-15BF-F6A4-2E6EB925493B,PENDING COLLECTION
663936551_80E067C7-A41E-BEA6-B8CB-1BF94F3CFDCB,Zeus I. Jensen,977 Non Avenue,Portland,64187,ME,Express,4090841E-1F55-E65D-EF74-79FC68D12C02,HANDED TO CARRIER
663936552_7B669AC2-70D2-1D85-0AD7-EA80EA1A26D8,Jeremy R. Valdez,"P.O. Box 322, 5275 A, Av.",Anchorage,99654,AK,Express,576FBB69-93B3-DFB7-74ED-58693AEC091B,PREPARING SHIPMENT
663936553_740CF09E-B113-F1E3-4454-FDFBD36F528E,Tara Y. Martin,Ap #907-8448 Nunc Street,Kansas City,36979,KS,Next-Day,036AE859-CAFA-C1BE-B9F7-ADCA0C02866D,PENDING COLLECTION
663936554_1CB854B0-9D3D-887B-25EC-5BDBFFC8E3CB,Samantha W. Watkins,"P.O. Box 461, 3445 Duis Avenue",Frankfort,78638,KY,Standard,8E0116BF-9B9B-81E0-F568-A2E4B984D138,IN NETWORK
663936555_614B9B16-9BA6-0C71-0D2C-2E29655B2368,Anne J. Griffith,"P.O. Box 686, 9435 Ante. St.",Bangor,54399,Maine,Express,4DBE8330-C783-1AC7-C9E0-FBCC59676CEE,PENDING COLLECTION
663936556_BA20E356-6961-5BB4-74B0-5A7342DB82A3,Raja I. Bernard,"P.O. Box 536, 6217 Tellus. Street",Baton Rouge,14780,Louisiana,Standard,8C9ED036-704F-E8EB-8303-90C1312AD916,PENDING COLLECTION
663936557_046F1842-C7A1-9F08-C73C-210CAE159125,Ashton L. Rasmussen,"Ap #943-3688 Non, St.",Madison,80310,WI,Express,BD375266-847B-AB9D-D85E-9603FE5B4DC8,PREPARING SHIPMENT
663936558_60B5C571-1A49-5603-A6F5-27A5991E604D,Vance E. Wolf,266-1923 Nibh. St.,Lewiston,92583,ME,Next-Day,9844C179-9AE1-591F-D4D9-0F09BC611302,DELIVERED
663936559_80D2A03F-3AA6-7BD9-6DA3-07C2381E91CC,Uriel N. Mcdowell,123-7137 Interdum Avenue,Chesapeake,74597,VA,Standard,9B7B5195-A1CC-D823-5623-B2BA3773CF87,PREPARING SHIPMENT
663936560_34C99469-DFAC-DAAC-9055-E52F8446805F,Walter N. Mejia,233-8424 Molestie Avenue,Tucson,86626,AZ,Standard,1E372C70-FBDF-32C2-45BB-2BD9E2DD9821,DELIVERED
663936561_83FCF8DC-D7A2-962D-2302-0FB9A0417AF5,Brock V. Slater,"1318 Placerat, Avenue",Lawton,98795,OK,Express,2DA76027-00D0-DA73-179B-915BA2A46BBF,IN NETWORK
663936562_D082ACF6-9175-7BEE-3B47-EA3F05C2CFAD,Malachi O. Chang,4576 Dolor St.,Chattanooga,96401,TN,Standard,C860C61D-3EDA-6A46-139A-9D7097BE8A08,IN NETWORK
663936563_E9CA0220-6B26-308B-1427-BF3512EAB7B6,Colby Q. Robinson,Ap #719-8774 Ultrices. Av.,Springdale,71839,AR,Next-Day,AFE77359-A822-FA5D-F18B-BC664EF667C9,IN NETWORK
663936564_1F74FA76-D2C2-FD00-B6E7-65CCD2C71871,Hilary B. Hartman,529 Taciti St.,Columbia,11622,Missouri,Next-Day,662E0C1B-A1E2-7B4E-A9A5-C50E0FE7A1A4,PENDING COLLECTION
663936565_4ADAF86A-EFB5-687C-E04A-64A18FC325E7,Ryder M. Ewing,Ap #826-2689 Eget Street,Chandler,86415,Arizona,Next-Day,C4EF4645-22EE-8838-F465-E1805578D7E3,DELIVERED
663936566_80FA6D37-A5B7-A05A-6A5F-FCD9CC1BBB07,Boris H. Bell,"P.O. Box 712, 5028 Nunc Avenue",Madison,80479,Wisconsin,Standard,FFAB483C-49F8-23DC-FF10-02314ACD8FF4,PREPARING SHIPMENT
663936567_2E410CC1-000B-C9F8-EC4E-BA3123093D37,Amethyst T. Beach,Ap #505-6516 Posuere Street,Kaneohe,18932,HI,Next-Day,46263065-C982-17B7-1F45-147777E7C8AB,HANDED TO CARRIER
663936568_178A09C8-D12C-97A1-3F12-A435B7E8E267,Ronan B. Stephenson,"Ap #474-6864 Adipiscing, Rd.",Columbus,32871,GA,Next-Day,40A68800-394C-05E2-A6AE-04E8F309FBA7,PREPARING SHIPMENT
663936569_D5FE81B5-1301-87FC-3DE9-AB82C0F6B055,Jade O. Salinas,"P.O. Box 517, 4527 Molestie Rd.",Kearney,81865,NE,Standard,8986C5B3-22AF-6DEE-65E2-AD533E3A2079,IN NETWORK
663936570_9721E172-62BA-B60C-0BE7-C880BA48110C,Odessa J. Hicks,Ap #219-4637 Nulla Street,West Valley City,27642,UT,Express,1F6EFA41-47AD-32D0-9DF7-1B5A685890EE,DELIVERED
663936571_6C2C26E1-A6D5-1F4F-5BFF-EBF64811173A,Jennifer Y. Levine,"P.O. Box 258, 8945 Risus. Av.",Idaho Falls,60077,ID,Next-Day,64CFCCC8-07E4-AFD1-BEE7-A945618DC42F,PENDING COLLECTION
663936572_7BB2A183-68BF-26EA-BAD2-6110C0B7C01E,Denise J. Lane,220-9717 Lectus Ave,Richmond,76351,VA,Standard,FB8A7557-E9F3-EA0E-239D-1A9A5C53029C,IN NETWORK
663936573_F5038760-7B51-3D15-A30A-2B9659D785A9,Kamal M. Flynn,"P.O. Box 684, 4122 Iaculis Avenue",Kaneohe,12678,HI,Express,4CC1B7B2-CFFE-AA57-DE8F-34C4BFC4D9AC,DELIVERED
663936574_11233827-607E-A8BE-043C-4466B0399F5C,Jerry S. David,Ap #125-1498 Sagittis Road,Overland Park,98075,KS,Next-Day,5C3A1A16-54A6-3C89-64F7-E8B67BEB2F82,PENDING COLLECTION
663936575_951F4223-D775-F3C4-CEAB-72AAD1FFB398,Noel A. Stafford,Ap #672-3547 Pede. St.,Bridgeport,59906,CT,Next-Day,F6B528B8-9346-3EDF-3355-114617DB27BA,PREPARING SHIPMENT
663936576_69C5A30D-C3B3-D3A5-9DAC-E1AE67819B89,Oleg Z. Ortega,"P.O. Box 163, 6610 Sit Street",Frankfort,10423,KY,Next-Day,3635823F-3BE9-7495-5D94-52E584939F83,HANDED TO CARRIER
663936577_45A82C9E-8883-42C3-3423-951369B67B88,Jarrod P. Johns,"1936 Convallis, Road",Fayetteville,72207,Arkansas,Express,DCC41DCF-8E83-683D-7470-2DB720451123,PENDING COLLECTION
663936578_5FCCB006-55CD-0641-56A9-264F8970176A,Walter F. Cantrell,Ap #207-8997 Sollicitudin Avenue,Independence,56347,Missouri,Express,701A7626-B11E-F349-BB4D-A34B8E6484C0,DELIVERED
663936579_AED38C57-3F00-6234-E0BB-6417AC467B46,Jonas X. Stafford,370 Tristique Rd.,Ketchikan,99698,AK,Express,21822478-8563-505C-8E9E-A2D6C82D566F,HANDED TO CARRIER
663936580_B6547033-631C-3917-FED9-970991B37866,Ian U. Robbins,Ap #277-8431 Penatibus Street,Pike Creek,14219,Delaware,Express,53CB019A-F826-860E-AFF5-2FABE2897F32,DELIVERED
663936581_2F94F111-39F6-AE2F-F885-955BC8C57BBF,Aaron I. Shannon,"P.O. Box 305, 3664 Nunc Rd.",Portland,72908,OR,Next-Day,862A104E-9A4F-2600-A78A-0BCCE15B8544,HANDED TO CARRIER
663936582_CE6BFFAD-AAA9-EE67-9A93-8F3EDF40CA60,Holly Z. Lancaster,Ap #530-5583 Vivamus Street,Naperville,21107,IL,Next-Day,343DFFDC-ED36-84A6-EB34-D9DD2B824A53,DELIVERED
663936583_5D489A7A-51FF-F992-EB62-9BB72BE4B93D,Amos P. Wolf,Ap #544-7582 Cras Rd.,Boise,65255,ID,Next-Day,4F68AF7F-5F2C-CA72-C4B7-3CEE1568B907,DELIVERED
663936584_941A187B-398D-C349-44CF-736849D2B4CB,Guy D. Daniels,"P.O. Box 781, 8657 In Av.",Augusta,24179,ME,Standard,4492BB28-2464-F37F-152B-FF82E27FB278,PREPARING SHIPMENT
663936585_C950153A-83B0-F958-A29E-BD01678D56D1,Signe P. Perry,649-8279 Vivamus St.,Erie,36571,Pennsylvania,Standard,F9F6A02D-FCA4-E8D1-8B15-08EF27341E39,PREPARING SHIPMENT
663936586_F2C70033-043C-A0E1-E47C-BBC73C9DC2E7,Jemima N. Wiggins,"4401 A, Av.",Houston,79395,TX,Express,84BD573B-4DBE-E3F0-7FF8-768BFA8AAC5B,IN NETWORK
663936587_C7647EF5-6A45-C668-A052-080BCF850AF3,Phillip M. Fields,792-9994 Lorem Road,Frederick,81411,Maryland,Standard,AC5A9E13-8201-0ADB-1444-0DAAB5F9620F,HANDED TO CARRIER
663936588_83BD994E-77BF-4844-07FC-4550390D2F28,Noble Z. Caldwell,507-1794 Dolor Road,Hattiesburg,45624,MS,Next-Day,9D188A14-31D2-6FB2-9E00-FE134D2650C7,PENDING COLLECTION
663936589_DA1329D5-18CA-BE2B-2E40-39BC0DA4ED42,Candace S. Sanders,"655-9660 Nec, Rd.",Rutland,63476,VT,Standard,588866A6-1E23-6ACD-0019-2616362B3C7E,HANDED TO CARRIER
663936590_23D83886-19E1-D115-DB8C-C49BD78E68A9,Aurelia L. Hopkins,1966 Eu Rd.,Rock Springs,40035,Wyoming,Next-Day,7F5BA64F-A07C-6153-D72A-AA7A71A77B03,PREPARING SHIPMENT
663936591_59AD0239-9B22-1A53-EE02-010C40EFF9AD,Harding R. Middleton,7045 Tellus Av.,Wyoming,70778,WY,Next-Day,91573575-D4B1-2A6E-2E87-957D4739D68A,PENDING COLLECTION
663936592_D744C362-BDAA-3122-3DAC-77C04F53D6DC,Myles F. Slater,586-3535 Sit Street,Nashville,48994,TN,Next-Day,A66FF14F-53CE-8632-452A-EB75227D666F,IN NETWORK
663936593_A4A9B711-8426-434C-995F-563A75A5746F,Eagan Z. Austin,9618 Mus. St.,Clarksville,72735,Tennessee,Express,0AD9D439-9D65-7799-D74B-30BC9891F5A3,PENDING COLLECTION
663936594_C8BD288D-3C26-83AC-B0C6-A17809C2A9CD,Neve J. Page,275 Ornare St.,Broken Arrow,69229,Oklahoma,Express,78CF0E30-017A-0A48-B660-63D43B254828,IN NETWORK
663936595_AB8E1EBA-62BC-BF36-9BE4-93FA1164F931,Shannon U. King,"P.O. Box 116, 3556 Dis Rd.",Birmingham,35804,AL,Next-Day,5D74EDC2-EB18-35B4-746B-B6F58ED5A7A1,DELIVERED
663936596_5412DC83-E2FC-149A-DAFB-B60AF9077FEA,Ryder L. Shannon,5988 Lectus. Rd.,Salt Lake City,17241,Utah,Standard,189234D3-3A95-497F-1833-AD041CCD16B3,HANDED TO CARRIER
663936597_4AE9A59D-5811-3C9B-2A69-A23916FB1CE1,Wallace Y. Mcdowell,6841 Malesuada St.,Biloxi,45424,MS,Next-Day,CCB2330B-FC7C-5858-679B-540D787D0FDC,HANDED TO CARRIER
663936598_FF7DBE2B-0A14-79E5-6FE8-3DAA96C778A7,Fritz Q. Green,"P.O. Box 134, 2458 Sociis Ave",Austin,85662,TX,Next-Day,F0B91348-6FF9-B40E-0AF2-845E4EEB7CF9,PREPARING SHIPMENT
663936599_CFB9E057-0EE0-3FBE-0D2F-F52466C27DDD,Shana Q. Frye,"P.O. Box 380, 1796 Tellus. Road",Bridgeport,30303,Connecticut,Standard,58DED2D2-168F-484D-1929-1EEF103D6495,HANDED TO CARRIER
663936600_B18D7B5D-8402-A6B0-19F2-A6F69A3BE98D,Charde H. Velasquez,549-7674 Ullamcorper Avenue,Lowell,36344,MA,Next-Day,90D6010E-0F2F-6817-B09C-12BEFEA2A5CF,HANDED TO CARRIER
663936601_2408792D-56B3-3EF6-B078-085D93E12912,Hedda F. Rhodes,812-5297 Vivamus Rd.,Lawton,98154,OK,Express,6B81950D-8930-0EC4-CCD2-1D06F8FF95EF,HANDED TO CARRIER
663936602_1BE4702F-A32A-5E21-082E-60EB5B0378E3,Naomi A. Blake,Ap #816-1108 Sit Avenue,New Orleans,97255,Louisiana,Standard,EFCB5054-DAEB-0C3D-C321-BBF62EFDAD90,HANDED TO CARRIER
663936603_7D06B68E-E0BA-19EF-F8A5-97DEA0DF7821,Keane N. Richard,"P.O. Box 101, 918 Sem Avenue",Kearney,89795,Nebraska,Express,9B3834EA-417E-79B5-2782-3AF5C48AF450,PREPARING SHIPMENT
663936604_D2D39B82-C602-8575-2FBF-6722057E6CC7,Rooney G. Levy,Ap #306-7895 Faucibus Ave,Reno,56212,Nevada,Standard,1D2622BC-00D0-7B7A-D71A-4AD9377C83C7,IN NETWORK
